Webpage,Coreconfig,Govconfig,loadTime,energy
amazon,1Big,ii,282.0,1118.2127727266668
amazon,1Big,ii,277.0,1070.5943244450002
amazon,1Big,ii,236.0,1290.2131279871696
amazon,1Big,ii,234.0,947.38067682
amazon,1Big,ii,257.0,779.3722241858823
amazon,1Big,ii,291.0,1084.9199940929125
amazon,1Big,ii,261.0,985.4125680651457
amazon,1Big,ii,285.0,992.780814395
amazon,1Big,ii,225.0,855.8667664799999
amazon,1Big,ii,257.0,1247.2430393659868
amazon,1Big,ii,250.0,1148.248545055621
amazon,1Big,ii,253.0,832.8592402119626
amazon,1Big,ii,272.0,1199.5041135851961
amazon,1Big,ii,239.0,1068.114848929365
amazon,1Big,ii,266.0,1105.560077708889
amazon,1Big,ii,268.0,848.9645313600001
amazon,1Big,ii,268.0,1018.3186359949999
amazon,1Big,ii,267.0,998.6597655661112
amazon,1Big,ii,233.0,836.4269139578963
amazon,1Big,ii,247.0,830.41793562
amazon,1Big,ii,268.0,804.20840562
amazon,1Big,ii,269.0,1198.4312346760257
amazon,1Big,ii,267.0,1094.5808070011005
amazon,1Big,ii,282.0,882.1601065361004
amazon,1Big,ii,273.0,862.3752084857143
amazon,1Big,ii,265.0,961.5576257600001
amazon,1Big,ii,258.0,1058.4006181200002
amazon,1Big,ii,337.0,1169.845079003077
amazon,1Big,ii,247.0,902.6038782995472
amazon,1Big,ii,224.0,824.1050846008412
amazon,1Big,ii,265.0,784.3756172299999
amazon,1Big,ii,250.0,829.7755697413106
amazon,1Big,ii,238.0,901.0512531
amazon,1Big,ii,272.0,1163.62195167
amazon,1Big,ii,270.0,1037.5687438487582
amazon,1Big,ii,230.0,876.2989612199999
amazon,1Big,ii,263.0,848.0506486600001
amazon,1Big,ii,273.0,849.746526904207
amazon,1Big,ii,268.0,1139.7251130958496
amazon,1Big,ii,256.0,1147.3087548099998
amazon,1Big,ii,254.0,1038.65933311
amazon,1Big,ii,297.0,1089.1828336829774
amazon,1Big,ii,273.0,1090.4212508495145
amazon,1Big,ii,269.0,778.2418287300002
amazon,1Big,ii,256.0,804.5128631899998
amazon,1Big,ii,258.0,902.0839679386928
amazon,1Big,ii,222.0,843.0910035970588
amazon,1Big,ii,258.0,927.9003592688135
amazon,1Big,ii,246.0,830.47350308
amazon,1Big,ii,227.0,779.41513062
amazon,1Big,ii,221.0,836.1033889094116
amazon,1Big,ii,278.0,1216.9070513725233
amazon,1Big,ii,266.0,1100.1271898699997
amazon,1Big,ii,266.0,829.7451033797711
amazon,1Big,ii,259.0,813.7753221999999
amazon,1Big,ii,239.0,883.08755305
amazon,1Big,ii,241.0,875.3863190966664
amazon,1Big,ii,272.0,889.4649577119608
amazon,1Big,ii,240.0,643.7600235450001
amazon,1Big,ii,255.0,1046.6603321838563
amazon,1Big,ii,257.0,1065.885640548889
amazon,1Big,ii,268.0,1045.84512828
amazon,1Big,ii,263.0,887.90132286
amazon,1Big,ii,273.0,1140.8217361499997
amazon,1Big,ii,265.0,1044.94970919
amazon,1Big,ii,264.0,874.9710116800001
amazon,1Big,ii,262.0,1000.27149468
amazon,1Big,ii,263.0,1088.8612557
amazon,1Big,ii,256.0,845.93005908
amazon,1Big,ii,230.0,918.7254768
amazon,1Big,ii,235.0,771.447186776209
amazon,1Big,ii,263.0,756.0889374800001
amazon,1Big,ii,252.0,854.9661590999999
amazon,1Big,ii,236.0,866.3744508992453
amazon,1Big,ii,266.0,847.0392062100656
amazon,1Big,ii,255.0,831.5201759583495
amazon,1Big,ii,251.0,1093.24078562
amazon,1Big,ii,229.0,672.1386085800002
amazon,1Big,ii,260.0,1081.7886479099998
amazon,1Big,ii,290.0,902.6975295475396
amazon,1Big,ii,258.0,819.7977728000001
amazon,1Big,ii,244.0,879.7406150609523
amazon,1Big,ii,254.0,843.3738766650001
amazon,1Big,ii,255.0,1126.27620465
amazon,1Big,ii,255.0,1104.9007476836405
amazon,1Big,ii,261.0,1207.24029798
amazon,1Big,ii,255.0,860.646163078416
amazon,1Big,ii,217.0,792.2261568799998
amazon,1Big,ii,326.0,1140.919809790196
amazon,1Big,ii,250.0,912.7003497899999
amazon,1Big,ii,244.0,848.0568017131745
amazon,1Big,ii,275.0,1146.69034946
amazon,1Big,ii,237.0,738.7758260100001
amazon,1Big,ii,269.0,1085.601185005
amazon,1Big,ii,255.0,1075.13870716
amazon,1Big,ii,229.0,1208.8622317703846
amazon,1Big,ii,259.0,1081.1097168375247
amazon,1Big,ii,269.0,840.9328286394659
amazon,1Big,ii,242.0,884.9668150099999
amazon,1Big,ii,266.0,1209.0489848299999
amazon,1Big,ii,250.0,1010.9654921199999
amazon,1Big,ii,262.0,1040.675997876246
amazon,1Big,ii,259.0,1091.98400712
amazon,1Big,ii,258.0,1006.5174691664052
amazon,1Big,ii,256.0,909.5519397410258
amazon,1Big,ii,267.0,912.2396142244189
amazon,1Big,ii,272.0,759.0782073662745
amazon,1Big,ii,249.0,861.6216060628204
amazon,1Big,ii,214.0,991.0694331394969
amazon,1Big,ii,281.0,1186.17552462
amazon,1Big,ii,268.0,1101.9561693033334
amazon,1Big,ii,290.0,1089.2939751160397
amazon,1Big,ii,298.0,1241.6667484133332
amazon,1Big,ii,254.0,892.9751183173807
amazon,1Big,ii,248.0,1087.9010817600001
amazon,1Big,ii,268.0,1014.2269030199999
amazon,1Big,ii,240.0,1132.4708889679487
amazon,1Big,ii,259.0,846.3376409091177
amazon,1Big,ii,253.0,797.6167992049999
amazon,1Big,ii,223.0,844.661629965
amazon,1Big,ii,266.0,827.0190834117647
amazon,1Big,ii,263.0,1225.7327005180953
amazon,1Big,ii,254.0,1085.72513356
amazon,1Big,ii,262.0,1059.9488099100001
amazon,1Big,ii,245.0,882.5385195199999
amazon,1Big,ii,276.0,846.9133259200001
amazon,1Big,ii,267.0,864.87387956
amazon,1Big,ii,273.0,1003.8477314899999
amazon,1Big,ii,243.0,980.8438890011765
amazon,1Big,ii,286.0,1225.3502546054046
amazon,1Big,ii,266.0,758.32107281
amazon,1Big,ii,264.0,857.0061029000002
amazon,1Big,ii,250.0,876.6860079804361
amazon,1Big,ii,262.0,1122.6588130999999
amazon,1Big,ii,261.0,1024.461192460097
amazon,1Big,ii,256.0,981.8845582448076
amazon,1Big,ii,271.0,1148.1351738100002
amazon,1Big,ii,263.0,905.7383309533333
amazon,1Big,ii,257.0,765.4451695799999
amazon,1Big,ii,268.0,1131.77226096
amazon,1Big,ii,276.0,1056.0200808799998
amazon,1Big,ii,266.0,1154.0002500800001
amazon,1Big,ii,234.0,861.27092296
amazon,1Big,ii,256.0,843.4598839331553
amazon,1Big,ii,263.0,876.2989264463727
amazon,1Big,ii,251.0,865.4899995073266
amazon,1Big,ii,293.0,1154.8021521666371
amazon,1Big,ii,266.0,1015.9980034361765
amazon,1Big,ii,271.0,1077.6229360571015
amazon,1Big,ii,230.0,1151.6704306499998
amazon,1Big,ii,257.0,857.0086164871196
amazon,1Big,ii,270.0,902.60621592
amazon,1Big,ii,258.0,1210.630884
amazon,1Big,ii,247.0,1068.4726672631189
amazon,1Big,ii,246.0,882.75871779
amazon,1Big,ii,258.0,1143.6964689000001
amazon,1Big,ii,215.0,727.9199046000001
amazon,1Big,ii,263.0,1027.8123573343366
amazon,1Big,ii,254.0,801.9972185799999
amazon,1Big,ii,263.0,901.2385926535947
amazon,1Big,ii,266.0,971.7992536747058
amazon,1Big,ii,233.0,724.90032572
amazon,1Big,ii,254.0,983.0223936250001
amazon,1Big,ii,257.0,977.2208535983334
amazon,1Big,ii,281.0,823.0938752059546
amazon,1Big,ii,245.0,844.4852870071153
amazon,1Big,ii,258.0,842.3179338228205
amazon,1Big,ii,247.0,650.8804661799999
amazon,1Big,ii,264.0,1079.73454988
amazon,1Big,ii,256.0,1101.28311198
amazon,1Big,ii,259.0,1139.355046165
amazon,1Big,ii,268.0,844.96103544
amazon,1Big,ii,278.0,1092.2784779500003
amazon,1Big,ii,247.0,1103.4015056537253
amazon,1Big,ii,270.0,1083.4813916
amazon,1Big,ii,266.0,1046.6598814600002
amazon,1Big,ii,260.0,825.6535137907514
amazon,1Big,ii,280.0,1110.3037869500001
amazon,1Big,ii,211.0,744.68654955
amazon,1Big,ii,233.0,1208.4126536736926
amazon,1Big,ii,262.0,1038.6174041340523
amazon,1Big,ii,268.0,1075.43355529
amazon,1Big,ii,261.0,845.5759340983333
amazon,1Big,ii,257.0,857.6579053000002
amazon,1Big,ii,265.0,1248.512828684902
amazon,1Big,ii,248.0,895.2374661202589
amazon,1Big,ii,282.0,1059.8724781399999
amazon,1Big,ii,265.0,757.83920858
amazon,1Big,ii,258.0,936.3253601714379
amazon,1Big,ii,254.0,895.1845612687581
amazon,1Big,ii,246.0,869.7587891523077
amazon,1Big,ii,228.0,732.4678055999999
amazon,1Big,ii,236.0,990.2040488185712
amazon,1Big,ii,269.0,1051.0966828853595
amazon,1Big,ii,225.0,1204.473279815786
amazon,1Big,ii,277.0,1143.85684438
amazon,1Big,ii,242.0,879.2911724800001
amazon,1Big,ii,270.0,907.7270434100002
amazon,1Big,ii,258.0,710.8780984510784
amazon,1Big,ii,243.0,760.1299335000001
amazon,1Big,ii,319.0,1351.2417254750003
amazon,1Big,ii,255.0,1084.8812925450002
amazon,1Big,ii,253.0,1104.5735934892366
amazon,1Big,ii,275.0,825.5984087799999
amazon,1Big,ii,210.0,801.71872444
amazon,1Big,ii,271.0,770.0608897778641
amazon,1Big,ii,262.0,1017.9098658414192
amazon,1Big,ii,278.0,804.5631612599999
amazon,1Big,ii,268.0,855.2621884250327
amazon,1Big,ii,276.0,1132.8979221562747
amazon,1Big,ii,261.0,1054.489479551601
amazon,1Big,ii,281.0,1124.20744682
amazon,1Big,ii,256.0,915.5029975221796
amazon,1Big,ii,271.0,957.6796939536274
amazon,1Big,ii,239.0,748.95503769
amazon,1Big,ii,276.0,709.4397700799999
amazon,1Big,ii,263.0,1068.3016761325566
amazon,1Big,ii,225.0,1075.11415606
amazon,1Big,ii,203.0,681.8148308
amazon,1Big,ii,258.0,1054.4417785311002
amazon,1Big,ii,238.0,1111.6056867339605
amazon,1Big,ii,254.0,1233.4614445
amazon,1Big,ii,253.0,1205.561483708239
amazon,1Big,ii,257.0,802.11129104
amazon,1Big,ii,232.0,816.6834969000001
amazon,1Big,ii,278.0,796.1594705803884
amazon,1Big,ii,249.0,752.0517754953845
amazon,1Big,ii,286.0,1117.95017324
amazon,1Big,ii,255.0,1017.02869283
amazon,1Big,ii,271.0,856.0907199501308
amazon,1Big,ii,253.0,804.6912960769934
amazon,1Big,ii,256.0,1131.2980652200004
amazon,1Big,ii,270.0,1079.41282085
amazon,1Big,ii,271.0,1180.6290448201305
amazon,1Big,ii,264.0,834.5280206811764
amazon,1Big,ii,243.0,900.6636451764705
amazon,1Big,ii,256.0,887.6753979599998
amazon,1Big,ii,262.0,861.6070030999999
amazon,1Big,ii,274.0,1148.9629084800001
amazon,1Big,ii,248.0,997.6808900600001
amazon,1Big,ii,351.0,1260.23576583
amazon,1Big,ii,229.0,836.81154042
amazon,1Big,ii,259.0,885.6212332352942
amazon,1Big,ii,251.0,1024.92981581
amazon,1Big,ii,253.0,1083.794305653317
amazon,1Big,ii,256.0,1131.6053739233332
amazon,1Big,ii,263.0,804.2822288334303
amazon,1Big,ii,254.0,875.2125254526317
amazon,1Big,ii,242.0,858.4216826399999
amazon,1Big,ii,262.0,895.5223279652287
amazon,1Big,ii,259.0,871.0170777170262
amazon,1Big,ii,280.0,897.2953318952942
amazon,1Big,ii,267.0,1061.3968786296764
amazon,1Big,ii,264.0,1125.6599210200002
amazon,1Big,ii,260.0,1189.0129351199998
amazon,1Big,ii,241.0,880.6657316742484
amazon,1Big,ii,264.0,949.5871417223899
amazon,1Big,ii,246.0,838.9561498850001
amazon,1Big,ii,272.0,1152.2071741999998
amazon,1Big,ii,252.0,1163.6123658269607
amazon,1Big,ii,239.0,762.394080015
amazon,1Big,ii,266.0,1130.4341672385715
amazon,1Big,ii,262.0,1113.8907864650002
amazon,1Big,ii,294.0,1083.075808820294
amazon,1Big,ii,234.0,1308.104742928235
amazon,1Big,ii,257.0,764.3094807106544
amazon,1Big,ii,251.0,784.7772219044014
amazon,1Big,ii,252.0,857.4645374679752
amazon,1Big,ii,266.0,1176.0829352788674
amazon,1Big,ii,256.0,1263.796891685
amazon,1Big,ii,254.0,1143.8389515200001
amazon,1Big,ii,251.0,1093.3745463999999
amazon,1Big,ii,267.0,808.8132328399998
amazon,1Big,ii,251.0,790.5271312549999
amazon,1Big,ii,259.0,886.4242229499998
amazon,1Big,ii,236.0,1057.79313792
amazon,1Big,ii,249.0,724.35071069
amazon,1Big,ii,256.0,822.919733788366
amazon,1Big,ii,253.0,1060.6392056399998
amazon,1Big,ii,273.0,1120.47170632932
amazon,1Big,ii,273.0,802.0668637199999
amazon,1Big,ii,256.0,832.6867292929411
amazon,1Big,ii,242.0,837.5266649752941
amazon,1Big,ii,249.0,845.0812815663398
amazon,1Big,ii,266.0,1064.77812274
amazon,1Big,ii,272.0,1118.4703185257144
amazon,1Big,ii,253.0,724.6376514486792
amazon,1Big,ii,265.0,1187.1996971400001
amazon,1Big,ii,249.0,1098.56644915
amazon,1Big,ii,219.0,754.52620982
amazon,1Big,ii,284.0,1053.6496059600001
amazon,1Big,ii,254.0,843.96855198
amazon,1Big,ii,258.0,811.0054664436893
amazon,1Big,ii,261.0,1177.0305101850001
amazon,1Big,ii,244.0,1080.0607124599999
amazon,1Big,ii,268.0,1125.7085945130063
amazon,1Big,ii,262.0,1182.5570020881046
amazon,1Big,ii,288.0,1114.31683573
amazon,1Big,ii,262.0,1170.9091676837863
amazon,1Big,ii,250.0,1085.483998680162
amazon,1Big,ii,303.0,1181.0685418666667
amazon,1Big,ii,253.0,842.410804246602
amazon,1Big,ii,248.0,919.7138855999999
amazon,1Big,ii,234.0,841.911023485793
amazon,1Big,ii,262.0,1167.2320911514707
amazon,1Big,ii,259.0,1072.1244840799998
amazon,1Big,ii,239.0,1128.11117752
amazon,1Big,ii,261.0,823.6987686080906
amazon,1Big,ii,256.0,927.5909663268019
amazon,1Big,ii,352.0,1002.9896884342857
amazon,1Big,ii,264.0,521.8255791662745
amazon,1Big,ii,268.0,1149.1124738
amazon,1Big,ii,276.0,1161.8571548800003
amazon,1Big,ii,255.0,761.0773459066339
amazon,1Big,ii,273.0,1124.7394662999998
amazon,1Big,ii,257.0,1114.4400401999999
amazon,1Big,ii,266.0,1068.8406212599343
amazon,1Big,ii,238.0,1144.6242756488887
amazon,1Big,ii,259.0,1093.66511288
amazon,1Big,ii,233.0,858.3945640640127
amazon,1Big,ii,224.0,1189.18753232
amazon,1Big,ii,250.0,858.77857866
amazon,1Big,ii,257.0,854.7074768
amazon,1Big,ii,273.0,1115.1632214513727
amazon,1Big,ii,254.0,1122.7853752400001
amazon,1Big,ii,253.0,1173.80103303
amazon,1Big,ii,266.0,1129.3702682083335
amazon,1Big,ii,254.0,884.2372646730096
amazon,1Big,ii,256.0,1116.9781034399998
amazon,1Big,ii,267.0,1112.5470425471285
amazon,1Big,ii,267.0,874.0056831701619
amazon,1Big,ii,261.0,800.6307586599999
amazon,1Big,ii,242.0,1019.2272514799998
amazon,1Big,ii,253.0,1062.2072364430157
amazon,1Big,ii,223.0,1115.2646016999997
amazon,1Big,ii,274.0,834.0214852799999
amazon,1Big,ii,264.0,844.95506956
amazon,1Big,ii,270.0,1230.1812106817645
amazon,1Big,ii,220.0,748.2026366000001
amazon,1Big,ii,260.0,1073.8577085
amazon,1Big,ii,250.0,1038.0186617599998
amazon,1Big,ii,272.0,1208.32031444
amazon,1Big,ii,250.0,927.1403624533333
amazon,1Big,ii,247.0,895.5678102618448
amazon,1Big,ii,239.0,861.3505427633332
amazon,1Big,ii,243.0,796.868286075
amazon,1Big,ii,276.0,1001.40651495
amazon,1Big,ii,262.0,836.3061088613725
amazon,1Big,ii,260.0,798.8301888201306
amazon,1Big,ii,256.0,1099.2029785006348
amazon,1Big,ii,254.0,978.8729689601307
amazon,1Big,ii,268.0,803.5827309915724
amazon,1Big,ii,283.0,1131.814781794869
amazon,1Big,ii,205.0,885.4949564084314
amazon,1Big,ii,283.0,1130.04671948
amazon,1Big,ii,252.0,1023.5368799003268
amazon,1Big,ii,297.0,852.1489807099998
amazon,1Big,ii,267.0,903.0929894937909
amazon,1Big,ii,271.0,1033.93917966
amazon,1Big,ii,271.0,906.4504922712092
amazon,1Big,ii,263.0,872.7719606999999
amazon,1Big,ii,258.0,891.3808986608695
amazon,1Big,ii,283.0,1124.6528618838188
amazon,1Big,ii,262.0,1044.536196650327
amazon,1Big,ii,262.0,896.0398766608737
amazon,1Big,ii,271.0,816.2301273958167
amazon,1Big,ii,251.0,654.2522628
amazon,1Big,ii,263.0,1073.4070424468628
amazon,1Big,ii,279.0,829.9222322
amazon,1Big,ii,277.0,861.1300660000002
amazon,1Big,ii,242.0,845.1590397099999
amazon,1Big,ii,265.0,1092.3927627457517
amazon,1Big,ii,266.0,1068.4170913258574
amazon,1Big,ii,260.0,916.85363778
amazon,1Big,ii,241.0,771.0698239257516
amazon,1Big,ii,269.0,901.2784676743042
bbc,1Big,ii,457.0,1581.74797688
bbc,1Big,ii,428.0,1680.7413946153397
bbc,1Big,ii,428.0,2033.429896029869
bbc,1Big,ii,424.0,1495.7449358841193
bbc,1Big,ii,426.0,1419.1361492299998
bbc,1Big,ii,459.0,1488.0284530052288
bbc,1Big,ii,408.0,1444.2171996277777
bbc,1Big,ii,414.0,1595.8491105679736
bbc,1Big,ii,420.0,1548.380539645
bbc,1Big,ii,515.0,1900.1732672382714
bbc,1Big,ii,510.0,2601.979736047896
bbc,1Big,ii,425.0,1651.4295293420512
bbc,1Big,ii,450.0,1540.8956656400003
bbc,1Big,ii,419.0,1515.0132089786164
bbc,1Big,ii,427.0,1401.7935112637253
bbc,1Big,ii,432.0,1592.5883240499998
bbc,1Big,ii,415.0,1539.6379719850001
bbc,1Big,ii,428.0,1612.7494536441175
bbc,1Big,ii,413.0,1919.9697199
bbc,1Big,ii,459.0,1866.8362337720262
bbc,1Big,ii,452.0,1816.176937276246
bbc,1Big,ii,414.0,1410.27034844
bbc,1Big,ii,413.0,1531.2043692466666
bbc,1Big,ii,402.0,1497.3341005183454
bbc,1Big,ii,456.0,1756.0660001600002
bbc,1Big,ii,475.0,1821.5585276333425
bbc,1Big,ii,462.0,1778.4100629251284
bbc,1Big,ii,470.0,1579.52041727
bbc,1Big,ii,394.0,1625.5340145813375
bbc,1Big,ii,423.0,1364.364875791167
bbc,1Big,ii,386.0,1507.7576402999998
bbc,1Big,ii,421.0,1496.86119958
bbc,1Big,ii,396.0,1473.86944992
bbc,1Big,ii,440.0,1660.3843155354905
bbc,1Big,ii,400.0,1580.266580869936
bbc,1Big,ii,412.0,1637.3752662233333
bbc,1Big,ii,421.0,1572.2641789618954
bbc,1Big,ii,409.0,1686.3072502846762
bbc,1Big,ii,422.0,1481.2339387201457
bbc,1Big,ii,552.0,1647.897560825
bbc,1Big,ii,431.0,1624.265163233689
bbc,1Big,ii,367.0,1189.6506880799998
bbc,1Big,ii,439.0,1783.371784806536
bbc,1Big,ii,427.0,1411.9474789449998
bbc,1Big,ii,424.0,1396.2924668233331
bbc,1Big,ii,422.0,1540.1699647437863
bbc,1Big,ii,581.0,2477.1952589683333
bbc,1Big,ii,434.0,1884.2502612589867
bbc,1Big,ii,409.0,1329.26739744
bbc,1Big,ii,418.0,1513.9496738356208
bbc,1Big,ii,433.0,1682.4055589833333
bbc,1Big,ii,408.0,1514.458239392549
bbc,1Big,ii,615.0,2632.2757830901605
bbc,1Big,ii,444.0,1881.8414559333332
bbc,1Big,ii,435.0,1414.6311589876375
bbc,1Big,ii,455.0,1573.5237590489319
bbc,1Big,ii,422.0,1416.8688144999999
bbc,1Big,ii,439.0,1730.5320800858976
bbc,1Big,ii,416.0,1392.4877548064078
bbc,1Big,ii,429.0,1590.4019584942857
bbc,1Big,ii,421.0,1624.5036694849996
bbc,1Big,ii,430.0,1575.00344922
bbc,1Big,ii,459.0,1791.3169846799512
bbc,1Big,ii,424.0,1541.9416727799999
bbc,1Big,ii,488.0,1880.7156150052035
bbc,1Big,ii,460.0,1542.3886635653078
bbc,1Big,ii,429.0,1597.614447854052
bbc,1Big,ii,434.0,1645.5470682959547
bbc,1Big,ii,420.0,1334.1040853800005
bbc,1Big,ii,461.0,1659.210835661509
bbc,1Big,ii,410.0,1441.9051012157142
bbc,1Big,ii,376.0,1189.2642023416668
bbc,1Big,ii,433.0,1734.7356217053718
bbc,1Big,ii,439.0,1842.1827332364464
bbc,1Big,ii,432.0,1650.2568226998042
bbc,1Big,ii,417.0,1318.9728161741177
bbc,1Big,ii,438.0,1555.6299801857513
bbc,1Big,ii,429.0,1643.8536647117648
bbc,1Big,ii,410.0,1555.8753280399999
bbc,1Big,ii,403.0,1510.8518955165696
bbc,1Big,ii,502.0,1844.3281356722327
bbc,1Big,ii,457.0,1609.1440044567523
bbc,1Big,ii,416.0,1560.3633907793135
bbc,1Big,ii,422.0,1715.922938496285
bbc,1Big,ii,408.0,1291.12625994
bbc,1Big,ii,438.0,1567.2529439800003
bbc,1Big,ii,411.0,1684.86981306
bbc,1Big,ii,417.0,1573.0379413958822
bbc,1Big,ii,428.0,1989.517638884575
bbc,1Big,ii,421.0,1495.3024517147894
bbc,1Big,ii,428.0,1651.1754600381698
bbc,1Big,ii,412.0,1568.2962222031372
bbc,1Big,ii,445.0,1599.663563850392
bbc,1Big,ii,445.0,1592.5093473664049
bbc,1Big,ii,414.0,1590.274056534771
bbc,1Big,ii,407.0,1387.78835945
bbc,1Big,ii,422.0,1509.5610747755345
bbc,1Big,ii,530.0,2359.1102459
bbc,1Big,ii,460.0,1926.2127563185347
bbc,1Big,ii,422.0,1518.8125357313725
bbc,1Big,ii,427.0,1418.9139993799997
bbc,1Big,ii,380.0,1430.660874
bbc,1Big,ii,391.0,1609.6288860575405
bbc,1Big,ii,387.0,1393.3366533600001
bbc,1Big,ii,446.0,1534.7277426733335
bbc,1Big,ii,430.0,1594.72056794
bbc,1Big,ii,427.0,1574.738640215
bbc,1Big,ii,445.0,1633.97054463
bbc,1Big,ii,448.0,1640.3253587291827
bbc,1Big,ii,415.0,1568.7730956263724
bbc,1Big,ii,431.0,1827.983867131518
bbc,1Big,ii,447.0,1551.7637809513724
bbc,1Big,ii,519.0,1749.6397343723409
bbc,1Big,ii,470.0,1912.5253978766666
bbc,1Big,ii,393.0,1578.363861075294
bbc,1Big,ii,429.0,1445.5680116909805
bbc,1Big,ii,438.0,1628.4393744333338
bbc,1Big,ii,444.0,1732.4298088093203
bbc,1Big,ii,444.0,1717.7419844352955
bbc,1Big,ii,417.0,1628.72323101
bbc,1Big,ii,452.0,1563.3018066
bbc,1Big,ii,436.0,1572.737756312577
bbc,1Big,ii,452.0,1551.006459000259
bbc,1Big,ii,417.0,1551.3610186416806
bbc,1Big,ii,426.0,1519.0335463953397
bbc,1Big,ii,542.0,1865.4216918899997
bbc,1Big,ii,447.0,1700.9964156
bbc,1Big,ii,413.0,1374.0434663287256
bbc,1Big,ii,420.0,1545.7741809952943
bbc,1Big,ii,433.0,1581.2987810799998
bbc,1Big,ii,448.0,1610.8742778300002
bbc,1Big,ii,429.0,1459.2353197213074
bbc,1Big,ii,423.0,1539.944608638954
bbc,1Big,ii,422.0,1544.8651943891505
bbc,1Big,ii,434.0,1811.3286642075818
bbc,1Big,ii,445.0,1634.87132978
bbc,1Big,ii,449.0,1495.6408713174812
bbc,1Big,ii,439.0,1617.5881589156959
bbc,1Big,ii,424.0,1592.7959160588382
bbc,1Big,ii,514.0,1805.1703011929415
bbc,1Big,ii,487.0,1651.2900736099998
bbc,1Big,ii,401.0,1280.9776686930065
bbc,1Big,ii,438.0,1454.1572042491175
bbc,1Big,ii,399.0,1402.7681890000001
bbc,1Big,ii,428.0,1405.855406297908
bbc,1Big,ii,438.0,1534.3144899161389
bbc,1Big,ii,428.0,1827.6436783192441
bbc,1Big,ii,510.0,1795.5112978854788
bbc,1Big,ii,462.0,1702.9382166811768
bbc,1Big,ii,445.0,1779.4239853260133
bbc,1Big,ii,405.0,1600.7234566099996
bbc,1Big,ii,401.0,1604.5658044435713
bbc,1Big,ii,424.0,1906.5138956523856
bbc,1Big,ii,391.0,1437.42503194
bbc,1Big,ii,405.0,1611.288212465389
bbc,1Big,ii,430.0,1519.1040580708332
bbc,1Big,ii,405.0,1444.16130344
bbc,1Big,ii,410.0,1536.9307349399996
bbc,1Big,ii,457.0,1961.7157342871199
bbc,1Big,ii,433.0,1664.835508926863
bbc,1Big,ii,434.0,1903.9195413749173
bbc,1Big,ii,649.0,2581.162429578366
bbc,1Big,ii,470.0,1820.5266353736047
bbc,1Big,ii,419.0,1279.6102154447713
bbc,1Big,ii,470.0,1738.74097946
bbc,1Big,ii,434.0,1508.8721118478056
bbc,1Big,ii,437.0,1776.843035129487
bbc,1Big,ii,475.0,1737.6120846816366
bbc,1Big,ii,435.0,1608.290832265509
bbc,1Big,ii,447.0,1544.7124653800004
bbc,1Big,ii,412.0,1514.3712016857146
bbc,1Big,ii,421.0,1468.6099943858253
bbc,1Big,ii,420.0,1798.0055061629128
bbc,1Big,ii,425.0,1430.7368753800001
bbc,1Big,ii,405.0,1538.1729231271847
bbc,1Big,ii,436.0,1598.939897762765
bbc,1Big,ii,417.0,1559.6381051784142
bbc,1Big,ii,412.0,1429.77842722
bbc,1Big,ii,425.0,1557.4021624250163
bbc,1Big,ii,454.0,1614.5198818900003
bbc,1Big,ii,473.0,1562.9985471257141
bbc,1Big,ii,411.0,1632.3773660870258
bbc,1Big,ii,419.0,1956.6423298139805
bbc,1Big,ii,404.0,1503.6784244484613
bbc,1Big,ii,434.0,1478.4766969900002
bbc,1Big,ii,433.0,1528.0808985662745
bbc,1Big,ii,461.0,1564.273738897348
bbc,1Big,ii,416.0,1810.131812438889
bbc,1Big,ii,426.0,1656.0044520099998
bbc,1Big,ii,419.0,1751.8904387266666
bbc,1Big,ii,452.0,1742.948771161587
bbc,1Big,ii,437.0,1473.848040311038
bbc,1Big,ii,446.0,1814.8102487279737
bbc,1Big,ii,432.0,1639.3412990396967
bbc,1Big,ii,442.0,1542.8987656206523
bbc,1Big,ii,414.0,1469.9069166062893
bbc,1Big,ii,396.0,1498.72602408
bbc,1Big,ii,440.0,1517.4429722865357
bbc,1Big,ii,417.0,1601.2581674535895
bbc,1Big,ii,451.0,1555.0003473598706
bbc,1Big,ii,425.0,1566.0903713543667
bbc,1Big,ii,397.0,1385.3676673823948
bbc,1Big,ii,438.0,1437.5871501999998
bbc,1Big,ii,408.0,1615.0351518250002
bbc,1Big,ii,437.0,1540.1901812998378
bbc,1Big,ii,473.0,1517.5801024099997
bbc,1Big,ii,448.0,1620.1988179400003
bbc,1Big,ii,417.0,1614.0092698145036
bbc,1Big,ii,432.0,1627.2378393
bbc,1Big,ii,451.0,1725.20815115
bbc,1Big,ii,421.0,1442.280862898835
bbc,1Big,ii,439.0,1382.3267957817322
bbc,1Big,ii,415.0,1506.5723593300002
bbc,1Big,ii,449.0,1755.2485592041496
bbc,1Big,ii,401.0,1531.681133820915
bbc,1Big,ii,443.0,1544.0869907973872
bbc,1Big,ii,388.0,1062.5610427579084
bbc,1Big,ii,429.0,2004.7180523600002
bbc,1Big,ii,431.0,1680.6350586
bbc,1Big,ii,538.0,1882.833797035817
bbc,1Big,ii,435.0,1491.5384452033009
bbc,1Big,ii,448.0,1356.20831806
bbc,1Big,ii,421.0,1724.9581111
bbc,1Big,ii,437.0,1928.3166458777991
bbc,1Big,ii,465.0,1897.1081690441433
bbc,1Big,ii,435.0,1568.541550125534
